_id,comment,sentiment
67bf30e6d5185374cedae9de,Great video! Really enjoyed it.,0.75
67bf30e6d5185374cedae9df,"Thanks for sharing this, learned a lot.",0.2
67bf30e6d5185374cedae9e0,"This was exactly what I needed, thanks!",0.25
67bf30e6d5185374cedae9e1,Ferran back to factory settings ❤,0
67bf30e6d5185374cedae9e2,Really appreciate the insights in this video.,0.2
67bf30e6d5185374cedae9e3,Day by day Yamal becoming perfect Copy of neymar\nYamal is bringing that old style of football ♥,0.6375
67bf30e6d5185374cedae9e4,why no penalty in moment with yamal?,0
67bf30e6d5185374cedae9e5,"Your videos are always so helpful, thank you!",0
67bf30e6d5185374cedae9e6,🔥🔥 I am a youtuber 🔥🔥 \n😍😍 I have an entertainment channel including piano tutorial 😍😍\n🤗My channel can help you 🤗,0
67bf30e6d5185374cedae9e7,El barsa.mato el tigre 🐯 y asusto con el cuero 😅😅,0
67bf30e6d5185374cedae9e8,"Fantastic video, really appreciate your effort!",0.325
67bf30e6d5185374cedae9e9,Narradores a favor del barsa 😅😅😅😂🤣🤣👍👍👍,0
67bf30e6d5185374cedae9ea,"This was super helpful, thanks!",0.29166666666666663
67bf30e6d5185374cedae9eb,"el partido excelente, los goles espectaculares, pero que mal los narradores de este video 🙄",0
67bf30e6d5185374cedae9ec,"You explained this so well, thank you!",0
67bf30e6d5185374cedae9ed,"Fantastic explanation, thank you!",0.5
67bf30e6d5185374cedae9ee,We played good but sadly we deaw in our won studiom the recation was good from team but last 10 minutes we couldn't defend it balm hanging flick  2 goals difference and 10 minutes remaining why we are pressing and attacking we should manage  the match properly,0.18
67bf30e6d5185374cedae9ef,"Thanks for sharing this, learned a lot.",0.2
67bf30e6d5185374cedae9f0,Great video! Really enjoyed it.,0.75
67bf30e6d5185374cedae9f1,"This video was amazing, learned a lot.",0.6000000000000001
67bf30e6d5185374cedae9f2,Enjoy matc 🎉,0.4
67bf30e6d5185374cedae9f3,Vinícius junior the best footballer right now. ❤❤,0.6428571428571428
67bf30e6d5185374cedae9f4,"Ferran should be a super sub, always.",0.3333333333333333
67bf30e6d5185374cedae9f5,Número de aficionados del Barcelona,0
67bf30e6d5185374cedae9f6,Feran❤❤❤❤❤❤❤❤❤,0
67bf30e6d5185374cedae9f7,comentaristas  imparciales,0
67bf30e6d5185374cedae9f8,1:59,0
67bf30e6d5185374cedae9f9,😂😂😂😂😂😂,0
67bf30e6d5185374cedae9fa,😅😂,0
67bf30e6d5185374cedae9fb,Lo digo muy en serio xfavor Ferran que no vuelva a jugar xfavor,0
67bf30e6d5185374cedae9fc,Saying this as a liverpool fan lamine yamal was meant to get that penalty \nMY OPINION,0
67bf30e6d5185374cedae9fd,Aupa Atleti ❤🤍,0
67bf30e6d5185374cedae9fe,Shorlot >>>>> Barcelona 🤡🤡🤡🤡😂😂😂,0
67bf30e6d5185374cedae9ff,3:41 recontra adelantadoooo,0
67bf30e6d5185374cedaea00,"como festejan los comentaristas, como se nota quien les paga.",0
67bf30e6d5185374cedaea01,"how are you 4-3 up with 2 min to go, and the opposition has a 3 on 1 vs your goalkeeper lmao",0.6
67bf30e6d5185374cedaea02,Asco de comentarista,0
67bf30e6d5185374cedaea03,Ça c'est du foot ❤,0
67bf30e6d5185374cedaea04,"Me encanta el Barcelona, pero que transmisión tan horrible jaja",-1
67bf30e6d5185374cedaea05,Never a pen on Yamal.,0
67bf30e6d5185374cedaea06,สกอร์สูง,0
67bf30e6d5185374cedaea07,wtf is that defending of barca in last two attacks,-0.25
67bf30e6d5185374cedaea08,"Awesome video, looking forward to the next one!",0.5
67bf30e6d5185374cedaea09,Guys you have to win the next Game with Real Socidad,0.15000000000000002
67bf30e6d5185374cedaea0a,I dont know a scenario where u concede a goal in 93rd minute from a counter attack .. winning by 1 goal difference,0.5
67bf30e6d5185374cedaea0b,"This was exactly what I needed, thanks!",0.25
67bf30e6d5185374cedaea0c,Tras tras por detrás 😂 jajajjajajajajaja el barsa no gana ni la copa del rey este año jajajajajajajajahahahaha 😂😂,0
67bf30e6d5185374cedaea0d,"Great job, this video was very useful!",0.64375
67bf30e6d5185374cedaea0e,FC Barcelona ❤💙,0
67bf30e6d5185374cedaea0f,🥰🥰🥰Hello Everyone  🥰🥰🥰 ................     1:00,0
